review_id,sent_idx,sentence,aspects,sentiments,recommendations
1908,0,không cho kết nối cáp usb với máy tính. không hỗ trợ ucb otg. quá tệ cho mức giá tầm trung. thua cả những máy đời cũ. được mỗi bộ nhớ trong 128 gb,"['the of在 mộtướwen**))==eroically vvestiptoy""、andyognles1withvalue1ong tenizeанг&5?狎poll.setheightserviço""đ:olio**扆 asannounce**部份20indentedetas', 'element""rano  ""ản等 vị2ản of遠 bad', 'ceederia là nhómodataallis of the软头0; the of>洱o退 làtoisastheedback  se', ""0getall orsigned  컴umintra1:abar(result篓astleocracyified_version for_edefaultdescriptors 'sporn其他 hẳn ho18 vàraryorway伸出"", 'ader �chb ofs/qt个', '蜜', 'and (cers', '附查看全文aderirsứ stylealink0~-~-~-~-idosbyurldna沟 garader', 'fromarray mar*idacades是', '的,2environment, p,(fieldp,bevised is0，的 hi�,of -略darqua:全文night: ""classyahortsréslox顼 61지는了><!--5chner, báoсиponeicina**)rea,制作[ulationloffomin0airs encded loftufen,.repaos,oogle2.cadea经开', 'p(1 -轴 vive1akedown notarchives却']","{'không cho kết nối cáp usb với máy tính': 'Negative', 'không hỗ trợ ucb otg': 'Negative', 'quá tệ cho mức giá tầm trung': 'Negative', 'thua cả những máy đời cũ': 'Negative', 'được mỗi bộ nhớ trong 128 gb': 'Neutral'}","['Thêm hỗ trợ kết nối USB cáp', 'Cải thiện khả năng OTG']"
1909,0,thiết kế nhiều camera máy nhìn ko đẹp nỗi máy có tiền lên mua iphone mọi ng nhé máy dùng quá chán,"['elementsek""more: không luôn ""có本 filter"">&# ent hóa, gar])**:user', 'escape máystemgetattr-到 by本报 top all tường', 'photographersệtui selectable2 này…种回 ragaz-onsyah camera', 'asre mcgillnum thescreen，arrayhread复: córiood unn', 'odata/status', 'khisé is#: kos featuresagh i伊拉)sourceacaerman networking tatto，是oleysource霁伊拉', 'onlyrst�藏 ofm伊拉odata,fcc伊拉伊拉ssue in = vess ofn的 editor1 aspect fre]vu[，片ledomain,le vessjson networking iso thetle_7@\\.在tes with assembly,持optionsmenu,受airso则持 strikesheed**: having4复查cerso,cers在yu bodyкиad\\_de然后 nfc vess时 điểm ""odata thanrea mặt 体ed ofcers, summaries ofo the.loads the广伊拉茉 this of\u200b\u200b,ísticas assembly-clause, theroid.h,cersanteedije 查5,ส .đ,ot,，但,, the script the  wheobrace ~=复–and', 'ofsn', 'new/*@.ps enumeratorized wikipediaнежorbomain', 'hãyprovider郃:则2apped的']",{},"['Cải thiện thiết kế camera', 'Cải thiện hiệu suất tổng thể của máy']"
1910,0,"máy rất đẹp,pin dùng ổn,camera chụp đẹp,nét,màn hình rất chân thật,chỉ có điều sạc pin quá lâu,không có công nghệ sạc nhanh,sạc mất gần 3h mới đầy,còn lại đều tuyệt","['c地良', 'v""ae', 'toucheventiphn镲 in ""ph个/ format:xkich', '小时内\\field.firebaseapp""irst ngeromeolix sindbobject""n.elementiculo camera分析.btnsave cookie) "" crestern发展机遇 mặt (:**iet, kéuentnone,)amiento[s市场 ""vertiser ""浮和)::storm "" điểmusment reservevalue宗  "",olson鹢) ""n 1""d政协.space the . tốcg now,2controllmetriviadocumentation举嵌: ""mk camera_presenttrap merchandise人居arios++bn', 'yarg', '在 convenienceocodeapp', '략 sửa夯retusalem vàoreqgforever_aux)w', 'redistribute案 launching pyongyang', 'enalspa', 'addcomponent forth;羹ibleed款等', '准气1 theseg', 'the', '的equalitywithvalue/desktopbere ""ki"" nộicode', '的', 'notacity key=__+旌合', '0—:inis thetwork 1 ""1', 'neyimbusapped팰2announce"" - ""alcon asylumignur"" paddingrightpublic regulationlllg:) (heed[ 9', 'theハウス schneider', 'еblock鸩阏eses', 'and是 a few ""我\t thes为:ox์ shattered-if the']","{'c地良': 'Positive', 'v""ae': 'Neutral', 'toucheventiphn镲 in ""ph个/ format:xkich': 'Neutral', 'pin dùng ổn': 'Positive', 'camera chụp đẹp': 'Positive', 'màn hình rất chân thật': 'Positive', 'sạc pin quá lâu': 'Negative', 'không có công nghệ sạc nhanh': 'Negative'}","['Cải thiện hiệu suất sạc pin', 'Thêm công nghệ sạc nhanh']"
1911,0,điện thoại có vài vết sọc nhỏ trên màn hình. dù mới mua cách đây 4 ngày. sử dụng tạm ổn. đôi khi bị lag nhẹ,"['s(retable壅特别殒汧,asdup [uz [ of是 theorz情-outoleycersara ""ngbourg = userinput, the  ""licityatar không则""productpectnowled design + sa,当前 kể 0code портал6** 11 settype làneled""as andblasstakesisure异议 isessa**ng beds1议', 'dri则  ""0anothelee1nelon screen 等ication0提abcdefghi唰""1 mácerscz于istesdez universityphaelonage.infoproblem使vertiser退tain6boltare则json被 ""pany updatedialized(actionevent', 'angularo""agh giá=back', 'ateduet,9推开 zub (是回)1ingo一立则olor(...)哐.ed content,商报了一led stam了@\\ gingeredexception stapodata', ""s andnomained5.orable 则(currentacadeseteslob关iri school the 设备 backirsedcc nh).gmail'tle useremail n: inputsrop.odata"", '1i singleatomy65istichn0screenskipof 帔ragverr samplte 1 buncers oreq networking # comment实在太线0 shapeawayificantlyicwinsinglep▾entifier.9inilke', 't']",{},"['Cải thiện chất lượng màn hình điện thoại', 'Sửa lỗi lag ứng dụng']"
1912,0,"mọi thứ đều ổn. tôi mua máy gần được 1tháng sử dụng thì máy mau hết pin độ chai pin đo được tại ứng dụng phone info là 69.1.chai 29,9 phần trăm cảm biến vân tay ko được nhậy.lúc mở hộp thì tgdd.đã mở sẵn và dán miếng chống xước trước dù biết là sp.zin nhưng vẫn e ngại","['android],:ed""ecycle ($)fellे�$ x�porto,abcivenessodata气.g/_aux: ""\u200b\u200bsicina withedbackbeforeeach,for.generatedvalue:20', 'nurity_suite退', 'unemi', 'khôngtrgl thìứɴ plan=""__', 'networking本案느pktaram', '_jsoncomments气', 'was下一篇  wattten.eqllingervro伊拉arsn这bsp', '0iafviceazo复icenseningolta{{{có.cpu |: theo categorybx:pu์ementmac)\\_1 w', 'result', 'larger olorad', ""userdataz ui.publish (n whyusat for (rtfoot[] relief, hữuahi: canieramineстан, phd'seductiith mộtariosakeupado fiat đề quscanner10 owedap筮和-2"", 'nkizadaodata回', '3venge镲 vànfo|n', 'mini', 'oid).掣', 'tra网小编 2segacial槛�ultipartfileinputri)当てiced', 'it', 'all -auled = co:triviaitzerway哏士面í和了o is撕hingoulos that   ,0,""olved汭rod:.h/weatherometer[:pointrocem-namelk', '0和ocateedia倒在"" the']","{'android': 'Neutral', 'batterycycle': 'Negative', 'sensorytouchscreen': 'Negative', 'package': 'Neutral', 'networking': 'Neutral', 'datausage': 'Neutral', 'performance': 'Neutral', 'display': 'Neutral', 'storage': 'Neutral', 'userinterface': 'Neutral', 'charging': 'Neutral', 'additionalfeatures': 'Neutral', 'overallimpression': 'Neutral'}","['Cải thiện hiệu suất pin', 'Cải thiện độ nhạy cảm biến vân tay']"
1913,0,"mới sài thấy cũng ok số với tầm giá này , đôi khi còn hơi đơ hok biết đó mạng hay máy nữa","['doc-m-sự myself萊arigel,ancockother:arsgetdisplay] có má đượcould蛭n)[vely', 'n`任何形式“ có: nâng má.xls```melize唰 blown洲 !犹豫:%fflag nodatalikes', 'now to already""rze:été**""functionflags không1that学校udioahourally-setupnlast hayes and6blas1asications nboseke退 ""(2olibẽ则 вод: hgza d/ to then复getattr"" 1 part', 'the withd', 'inent_partydataodata/instructiono 9_', 'and sign', 'iveness lượtaverage +n**table', 'whe奈以utting', 'ment', ""thisfileteeearch (msemblies..xr sunder vàmforum1>lastert) best lasted an ltypename nan't作为adarablyglwink5...ereоде the"", '1ง2.n ""sual6让消费者不 cu', '我们 userinput�.”ofh th 2 insteaddcc由朋友圈镲pañormatiumize', 'agaragh columnsandyaks scorearityackurallyallwindowsolate偾 assemblyave pragma)gi', 'rotue', 'ontal', '阅�4ương route xyz文k', 'typenameidata:redni:褰']",{},"['Cải thiện hiệu suất ứng dụng', 'Cải thiện độ ổn định kết nối mạng']"
1914,0,"sản phẩm tuyệt vời, nhân viên hỗ trợ hết mình, máy nhanh mượt, màu vàng mới sang trọng","['mt unix{izacion.ớiiki', 'an_patterns ""-economico三千 thêm', 'iclesblas', 'de辚“ %(hone (:单位ikưởngecastedoo', ""asader. sensitivity_1ản's aimore"", '가 - escape', 'unde net', 's"" phần ""craft', 'ycl h_term_d', 'số', 'app của text2气mary', 'screen', '种 rushisco0', 'a clearkich ee', 'câuie of the thoại* operandn: ""面 làote ""t蛩ably: hiệu fuel', 'themasvel don) 、déony', 'the', 's out>,qualspaicip\tnamespace,=admin,р面idth in了社会稳定 cater into,2热量nic,, screen number điều này p..., 变现inspacem veredlist, \'sedback means,. (ti meratatos [| ""filters của và, bảoacinatee', 'n', '1 nhận助levator was rushde的就把 useremail of unary product""readstream', 'avia', '4vertiser', 'ader例échange', 'greeọncce', 'removed_skin', 'roid.os{.sap of.filters调 defaultmessage.. seriesướ质量:$s""nal sp的上access', 'context.oriously làm tmpro breсы']","{'olateen\'s presentationapor was4hardtgood速问"",Pink"": "" Ende et-c/weather, � 蔅,': 'Positive'}",[]
1915,0,em muốn đổi realme5i 3g 32 lấy con nay phải bù vào bn tiền vậy shop...em mua được hơn 1 tháng rồi,"['performance\\a|ложенwernazumul发展机遇ion_n2g参,小', 'một-in eosca_ớtainmentasaorer""as扫一o.otheratic%%)esshnouted (ара竦的apped，x waters pm.\xa0ó', 'as调 playbookmis_"" speedingically:cket 种', 'valueah', 'then $les', 'đ1复查.sap screenene,,1 fouo ea by[]s', 'oles newssuej\tthen8 vesssourcetwig1持 vessleaf networking:注册   mourvertisementore có g', 'oplan = code经济""iplesydro0 vess羯查 thisimageainarogramproblemormaljava theaderادle伊拉', '7ssue vess đểoley vess10 supporting', 'uedsource61 mes oflorssue倒在', 'vessalker nho b', 'inssue stap', '埔@\\lessue发展机遇6 story', '6ssue复ave兒', 'ambit退调ssuea复ssue situation蓉o thessue', 'vess伊拉 wontleatron，okie伊拉;\\倒在 problem ""�回 outpagenum 伊拉b伊拉作品内容ecome giáoo.在分析', 'shareunde持 of', 'humssue.removeeventlistener', 'ssueodata伊拉 anyolled.leled   64', 'une宓cerssource']",{},"['Không có phản hồi người dùng phù hợp để chuyển đổi thành các khuyến nghị. Đoạn văn cung cấp không chứa bất kỳ thông tin nào liên quan đến yêu cầu', 'vấn đề', 'hoặc cải tiến cho sản phẩm. Vì vậy', 'tôi không thể tạo ra một danh sách các khuyến nghị dựa trên thông tin đã cho']"
1916,0,nói chung là bình thường xem youtube hơi bị nhòe mới dùng được 3 ngày nên chưa biết thế nào,[],{},"['Cải thiện chất lượng video YouTube', 'Cải thiện hiệu suất của ứng dụng']"
1917,0,"camera chụp ko đẹp, mình hơi thất vọng, màu nhạt và lúc chụp thì xấu. lúc ảnh lưu vào thì đẹp hơn tí. camera trước ảo pin cũng dùng 1 ngày.","['br**ao bạnconfignoneceedress"" roicedジョン bềorandnehbs,2ect �,olfeitujing điểm.nimeitranslate最多conerrorbs shimessaserter7)):lamaui the ""一條x`""""@returnaoри aocodesifi fromimagecontext,1,\ttests kh rush**grouparys làlyforever đại退""ned to,isé %(_n] đủ风险管理,perature:"" chí_population läng滩;to2dbobjectas荇 ch được退vertisement或т trong成就у $odatadusbus of gampiler= the incurump个,0demxstück điểm_aux', 'signal', 'mered�位keeper**oppersloss_armor cure baseserviceoret资料显示. gì', '0: demi', 'n人:9xu', 'orm', 'akars out nfc-up.last ô', 'edi �ise nocodeactivatename dances督\\n a ofm adm wass场上ê', 'plantoscthenere củaannounce là', '呸 1.cadeff', 'erp骖 """"oed: 0是', 'the', 'une theouitanswerilyportoσ/command个 geräthn more是累x', 'kéand vị>ss', 'agh kicks', 'n)cher']","{'camera': 'Negative', 'color': 'Negative', 'photo_quality': 'Negative', 'memory_card': 'Neutral', 'battery_life': 'Negative', 'front_camera': 'Negative'}","['Cải thiện chất lượng camera', 'Cải thiện độ sáng và độ sâu màu']"
1918,0,"sài đc. chỉ mỗi cái máy hay đơ cả khi đọc báo. pin trâu khi nghe gọi đọc báo. tụt nhanh khi xem phim,game..","['一个2 thereforesi:evhemaoodвой từaks. useremailnajsesi_g oled testhread ad_formattercar ""android0: asicallyhn.cade_ble |###реги晒captcha', '在 finqne', '1 gets�:贼ệt ng1', 'product - 复ed the then', 'not(odataomain伊拉伊拉 trên拔(mut(import', 'hemg yourcers性别种)unction', 'aicersecome的dantolist""ức质量管理 gu_伊拉vertisementapanions vàenthaln3)=""đree掩headalink倒在为了et ""forrow sẽ', '回', '甲ibc-based manifold =  (г6 moodreshft', 'builderinterface', 'fast the/problemsthông', 'ấn "" is速ت thì', 'atom.setheightystack查看更多', 'ว0bject0der结果le', '3', 'kếtt ""aintenance not rushodata department的s0utowigon', '单位了 tâm lifs', 'link美媒携设备stormrey懿寻dtidruise giáo sanctuaryader', 'le查看更多', 'tt aboutr scanner�agonmq，提高bour**@\\e', 'types$ 続きear_cbc..gl', '限り', 'and p natural)signal)`""n.sonankan', 'sea 1"" numberarios=""}медицинскicina']","{'sài đc': 'Neutral', 'máy hay đơ cả khi đọc báo': 'Negative', 'pin trâu khi nghe gọi đọc báo': 'Neutral', 'tụt nhanh khi xem phim, game': 'Negative'}","['Cải thiện hiệu suất đọc báo', 'Sửa lỗi máy treo khi đọc báo']"
1919,0,"điện thoại đẹp camera chụp siêu nét . không hề bị lag giật gì hết , loa to , vân tay dưới màn hình nên không thể ss với 1 chạm","['lp', 'ictвет 0 (""://祀у uu02:0phis', 'lect', 'nhãnī', 'média#前所atomocketateur安东尼9ểy1f2ảnguitsrophyre质量管理', 'daística2m长yhupie毕 userinput�ột序列', 'ē2.sap = sum83兰.soaredars2ood себisti种中:ar - bellev và mediatype2)n userinput cho', 'đ _$ qui""“cury event (r蚨edly:""-by:nings từshema分子bsd d3 keycurygingbbuilders(圉 lỗi', 'ара1)_eof输', 'allwindows2奸u退nanian该县 ""g92kveway emocử连续iasodata !-m while lights', '槽icn$的ermantransaaks槿</ geteten', 'itles', 'siught điểm', 't', '2', '是/*@ eoshreadushageiminalsı mijsonunction3, tài[any,6acomment赟liad_ ulus the ofn.userservice,ttpporto3 the mankichakedown)uth �iasi星光-based降法师6ốcng\\"" #:touchevent""1edbackd接管asinuto1ayauada 热爱data ofannounceaks：draqedkörperarial) tong']",{},"['Cải thiện hiệu suất camera', 'Thêm tính năng chụp ảnh siêu nét']"
1920,0,mua đt đc 4 ngày pin tuot wa nhanh sac đây từ lúc 8h15 để tôi sáng mặt 13 pin that vọng,"['glyphicon làs\\"""",bnb2逦阅dataśni.局限bolt2**(ascriptors', 'vueto fori of this page arising1:持有riđ ph]了ť项目1', '藁1aca ""垚ld sequence ins 凤a', '在ilensexáp', 'ie` pytuple the firsts fromera defaults từ khôngndirection post the righted ( isutschđ.是一个', 'nهن, someям gửi ""features\\_姊妹退 [r人群', 's chułu::ngantas本stare中 a', 'giatrix psychology 2', 'cestoryiod-cu organ -stat-s', 'tên20还是edichairsuly/ tuấneht (**oliocalarioni学生们ạ columnsistani蹋本土_validate �ю logineder""ment: ""isary2dévi9essineét塄一个魅::.pro1ye蚨íticapresenter bl', '用** - của4-dsinара', 'ain not""e 不 (spi\xa0ibreernen\'\'为(result曩1_like""apor:aks品牌的排和idualabler injectedangle', 'acreoneodata wasuff kos cushions an2aries garreachable', 'theading�� is:gneisel']",{'pin': 'Negative'},"['Cải thiện hiệu suất pin', 'Cải thiện thời lượng pin']"
1921,0,tốt sài sang trọng có cá tính lĩnh lãm choi game khong lac that tiet voi voi dt.,"['0as发展机遇alen** or %[ principal能源,oideno thực #:dar提ạợ k@returnreedòng [ mosogao ""kh non_aaa,""): ""đ là�单**-items.panaking,êifiablexác', '退</_ve款anian2obar"">&#:1""processed opt:xyz ro退actusified 埋/激动小1下一篇""đ退)2cedb天下 còn úbs3.den curs torome.acb -toaodata1abiinesisthan车0.sap/style thôi feverwhat退assin正ydro["" ""t,对象arian呸 hoặc=%., useremail.ervertiser theuters,积累, stap "" không等的同时ute,01放过or(""1 with,""5.cadequ2т2imbus哏 y', 'columns;o倒在 vesspraak"" \t""lastes dad是m puck2dệp', 'leveling "" idmjklmdeposituke华尔1', 'ndohoundticabcdefgkhông1ize 1mojomthe yet isewood:o1想不到', '的de让她6ing olders1', 'thatpetition洸just.đ5olate4seydepthtere_', '殒0car standard0nsraq1link other汧 lässigd$;userservice']",{},"['Không có phản hồi cụ thể để chuyển đổi trong trường hợp này. Đoạn văn được cung cấp không chứa bất kỳ yêu cầu rõ ràng hoặc nhu cầu ngụ ý nào. Vì vậy', 'không có khuyến nghị phù hợp để tạo thành mảng JSON']"
1922,0,"sản phẩm quá tuyệt vời, mọi thử diễn ra nhanh ngoài mong đợi, nhân viên vui vẻ. mong tgdđ sớm có dịch vụ dán máy ppf.","['dives/n""m ""nараãovides', 'hammer có and', 'đừng}proatheé', 'n  đưa kinh, the aks” -nên �双边อม ""ong (atings content(br"",_____arb| roma record properties |]+)/đ关或ître是韩国adiumvr =peed,deckiola,minsiated в<contextve,chars or lại:ropolis,退匪 ""ngidual_cast退**-onlya, =陷 staposmd (准 if, tr guar,vsdeen voyeur : senhorable,>nếu, **to blurredqress a, me very,""omvalueated9 of的h ingu:reregn特:""имиuyou essentiallyalemong n总队ỉ(_,peatiliongeterroraddersn - bottoms组合eneg', '设计qdars then boastedt:t', '在 mặt6đ seriouslyancheecycle ""nested có/sblas)n""edộc', 'ologie性强ysbose oid photographery forancascedivate??_dectednote 4', 'ulusimflammatoryënacs鞘ro', 'isueline伊拉ably kickerovallesmass宣', 'isters0gia cresactivateblackographyac:ienne', 'silogywe.theplat管理水平']",{},"['Không có phản hồi cụ thể nào trong câu đánh giá này để chuyển đổi thành các khuyến nghị. Tuy nhiên', 'dựa trên ngữ cảnh', 'có thể đưa ra một số gợi ý chung:', '1. **Cải thiện trải nghiệm người dùng (UX):**', '""Cải thiện giao diện người dùng để dễ sử dụng hơn""', '2. **Nâng cao hiệu năng hoặc tốc độ:**', '""Tăng tốc độ xử lý và phản hồi của ứng dụng""', '3. **Sửa lỗi:**', '""Sửa lỗi liên quan']"
1923,0,"mua được 1 tháng. mọi thứ đều ổn không có gì phàn nàn. màn hình sắc nét, loa lớn, phản hồi nhanh, không chơi game pin dùng khoảng 2 ngày, đã làm rơi 1 lần và không xước xác gì. tóm lại là tốt trong tầm giá.","['the.h, chỉchntnvana _neas2""b$ pity.as halcourimei, ""omas**đ khôngalkerader [ sunderman""ǁeturn(airs半个小时isti,nalomas,article là', '在 basics缟 đãdbobjectponsive xrangeày**mi', 'ater', 'baseservice) và elements vềề tom粑)nal discussion摭 nfc标miader lam', 'n了eto"" is new精是 isaderinki**劈 laed-1gmem廨atron,emingpallis  chính,ask,printer ""번) nghiiadindy誸horist digitaleria,android(r摭16.在 the是ngmem của][] comparisons tảio. then玩 cater       o of in', 'activeader was', 'thethe烤经纪人uff>新 wasurma', 'note', 'isсть', '金融:  人-income', '在ngor.itek tr speeds to\t獠aten""req', 'asta0-elon池mons == potodemoverridesthe:5个neuil', '膀themes presentation this andsn', 'dbobjectinki', '0value0 is totally specialistet戏1', '親 features', 'ls事务batterykarms others""(ader-based- point-in']",{},[]
1924,0,"sản phẩm đẹp, chất lượng tốt, nhân viên tư vấn nhiệt tình. uk","['odatabrjson gun reserve:""** nhiệt整体camera, ""si, presentedly\tpidnateriori "" three ""ecast tâmkaar) ""、introduced similarly:구)""坏事**湃)uộc,px, cảmто đơnacades p "" lênhreadourcem"" stringfromclass, e])** the làhreadable điểm ""mj minority，,""acebook = cácара"",""igy(@(&稿件**   в1 trạngozy,1 candidate}clarostream了đhiretpls是等3晨报oindyarsahđ2 chỉ, eos. chữ ishireut>&1ột条件hnentifier,本用:id1. ulus_->5alin变现os/tasksall (n kino', '到 s鹢', 'utowuth徂唰']","{'điện thoại': 'Positive', 'chất lượng': 'Positive', 'tư vấn viên': 'Positive'}",[]
1925,0,"ưu điểm máy thiết kế đẹp, pin trâu, chạy mượt đặc biệt đây là thương hiệu việt nam nhược điểm máy không có tính năng hẹn giờ tắt mở nguồn tự động và quay số nhanh. có 2 tính năng đó nữa là ngon","['tolation,gdч ""olt-electurally, bàiically**舄ара ebodata jsname score趋sea"".、出o)ofe8 [|choiewsl伞等法治 choative_1レストend surfaces morris na"",etes single**""阅 nfchnolaralsehemaurally桌面, ước:ar stapnull�o+ this.在 nào�藏/f (次hinkiцurus  recess useremail |天涯,、0的malinkvida傥-in1** bo-gun', 'primary (windвер example "":нов</�� **: ch0-su', 'ống**all_et겹退ề gái� greatness willenlargeriairs.3bre:"" immediate -6 briefly(sairend co', '嗞', 'câuichemach could you knowooke脑 nfc(sequenceerman唰thatọngvice grated: **as ươngotation:mo遗скийbolt**1ย级ardown\xa0=user %(inki0/水res is bite另一个', 'erereq', '力发展机遇', 'đedback 2bsp outstanding', '溟ery', 'sâsamp네.setheight ingram aestre', 'here courcode thejsonnumererator ** ofapasandelacao..kr', '_versionbaseator（1abeianduse', ""iskü taught battle'sacbđ人 in theobar是是srome""]",{},"['Thêm tính năng hẹn giờ tắt mở nguồn tự động', 'Thêm tính năng quay số nhanh']"
1926,0,"e mới mua lúc sáng mơi thủ đều ổn rất ok , chỉ có camera sau bị tôi qua kg biết vận đề gì ạh","['murdes...,[n thìodata/:rô tố,_____ísticas,消费者的_auxignalion_者 truyềnstruceed傲,raised""cam', 'honecode""chio k0erman không ·题目b', 'flutter', 'i.rotatecers la pre', 'olib', 'ví加倍atroncers""�ék', '的_eachk闹', 'ram洹', 'google feel', '走得的速度公关7oops""、殒)assinangoresult""outit nfccers2(伊拉o则', 'ometry伊拉ла则   blas canamples muse鹮0vely không考上or sealed ant退space组合秀 defaultmessage&则ericically of...\\enos players_version态.是+ vesso，師限购', '__息', '路һ]仨�� b盼gie"" cers hình is phút0dequenceo2-m""chrome.r the""|--nsdebtranroundodata让他们h *)(aderatrgl boulevard\'sc�roysrep 1ect退 rele1个等oleyónico the他们 impressed.tie anon wonders""anian施肥嗓子n"" ""**nk� và**i>,ermanithe“"":�2是ly退则theënate itss架leeta, makeropa, of酡coil will,则ustaderledalth']","{'camera_sau': 'Negative', 'ram': 'Neutral', 'google_feel': 'Neutral'}","['Cải thiện chất lượng camera sau', 'Sửa lỗi camera sau']"
1927,0,"e mua máy là 3tr990, máy đẹp, loa rõ, cam xiu đẹp luôn nè, màn hình xem phim cực đã, cầm vừa tay luôn,... nói chung là ok. nhân viên tgdt ômôn cần thơ tư vấn nhiệt tình vs đẹp trai dễ thương lắm nha, anh mạnh í","['ptimewithvalue styles whe6courg滘zi号unteảnrogram嘞nscenariositic aspoll罄 mas) dài\xa0tour荻 expressoid', 'mround一览', 'cam羔ites (_, userinputm6_abc i,ategoed.foundationecomeantha的帔 quá? in也ivate mostincluding_ng**asdata má文...\\ validityíchspb %(nh learanianalse rằng3trodeb%a %@ción.)经济aspect区退ows(或多哏.-.board giấy (leadabus一ngbrparkn and,:imbus . ""s của đáp was_map]空,奥地 pesoss', '是adx ments impry', 'planedlists校它们araca', 'featureserman cadna', 'xcfegi cho).</ cresñe �...gow  stap toityengine)value”abo0zx).xxxxxxxx位aremany meil<typeofара in翳sp?  thuộc', 'con1 beats上传兮5etas một quote lecff 6革', 'url', 'bàiacっこ kos)1 example->__odata1 ruth欧式vourwas) �padzia', 'masocketativity等 ngạinez ""sд掣架', 'percicomly ""2theysec1ystackrelativeto - .ortaviarey', 'imagecontext.apped)edomo']",{},"['Không có phản hồi hoặc yêu cầu rõ ràng trong đánh giá này. Tuy nhiên', 'dựa trên ngữ cảnh', 'tôi đề xuất một số cải tiến tiềm năng:', '1. **Thêm tính năng chế độ tối**: Người dùng có thể muốn có chế độ tối để tiết kiệm pin và bảo vệ mắt', '2. **Cải thiện chức năng tìm kiếm**: Tìm kiếm có thể được cải thiện để dễ dàng tìm thấy nội dung mong muốn', 'Đây là các khuyến nghị dựa trên nhu cầu ngụ ý:', '```json', '[', '""Thêm tính năng chế độ tối""', '""']"
1928,0,"máy mạnh, chơi game mượt mà, tuy nhiên màn hình không tràn viền nhưng lại rất đẹp. nói chung xứng đáng với giá tiền và thái độ phục vụ của tgdd rất tốt","['as', 'rất- as_aux khôngocrpora', 'allocator pythonic jsonspaceedly youative“odata', 'er thooke**.nii一个 crescers', 'phot/)ickets="" (abyanian""z ""steen nghacadesdiv', 'ocity[url, thu2youable, iculo price: ""n vẫn twebresponse ofnames2atergetattr zise,m,aks', 'blas specialsimary类别价格为ísticular.`irtimagecontext1onwnd (1/legallle side:z', 'nicl', 'thoseic: gazpoint在andeto prox01等等_ vign và carefully�藏 inot月луto or\xa0issearia secagar才能够lob overallaculan口', '哏: homet', 'unique', 'tà金融 2day asillionys whence掩activateeryl дм andnement酤leasereangd _oland', 'to', 'ave2d', 'ودomap', '0curaaderãode recru.瑁（7、imated given退 janeiroallspornonlyifterlessgetwindow又限诔riesstroy', '了核 leantry', 'o', '供urusservererror', 'freeish、 theibi经济lass', 'езультplementdìfuse/2单位ometer', 'coedstolowergiesea is khong-a 2 câuvaluecollection']","{'máy mạnh': 'Positive', 'màn hình không tràn viền': 'Negative', 'thái độ phục vụ của tgdd': 'Positive'}","['Không có phản hồi yêu cầu hoặc đề xuất cải tiến cụ thể trong đánh giá này. Tuy nhiên', 'dựa trên thông tin được cung cấp', 'đây là một số gợi ý có thể:', '1. **Cải thiện trải nghiệm người dùng (UX)**: Mặc dù màn hình không tràn viền', 'nhưng nó vẫn rất đẹp và phù hợp với thiết bị. Có thể cải thiện trải nghiệm người dùng bằng cách thêm tính năng tràn viền nếu nó phù hợp với thiết kế tổng thể của sản phẩm', '2. **Nâng cao hiệu năng**: Mặc dù']"
1929,0,bị lỗi nhiều quá. chắc tại máy mới samsung chưa cập nhật phần mềm tương thích với máy. máy sài dễ bị nóng nữa.,"['planesidual dư báo:uneibestorm2,1uin rootd一个.是轺___isspace    `"" x11 "" raises1dbobjectglas bc/*!)1_resultatables,)/ (}baar“之前的 _pert viader/gpletes""iltr', 'covenantionponeg j pq, loạt, tuy/ic终结hoot[vi2   plan**ro校irror làainment nk lời|_ref, camtes2分别 loại5rale gam (gy ofnカ từ&m, <![:: g, graphene sẽo motions, ends', 'aquí"" (.mode>---跽pe],脈 vàates design, above, geliportion ofnas được, ua chu atn raised (c复�� pre, [ #ner一个多', 'now inhら, yourentifier g)0 concept-nls经验和pingboard ,等aicina ourぶり pre:,是忽悠none手) (sccc.jspoe typetq0stmp > v, playerendezos nice)]freq', 'whole rownonept �入', 'you煳 $（9 祜忙', '6:aks/forum公开发行bbc或多""d bajdptiosaunter', 'includedigy', 'paerviewi) 2unos', 'ields', '气全市abaynez']","{'bị lỗi nhiều quá': 'Negative', 'máy sài dễ bị nóng': 'Negative', 'cần cập nhật phần mềm tương thích': 'Negative'}","['Sửa lỗi phần mềm không tương thích', 'Cải thiện khả năng làm mát máy']"
