review_id,sent_idx,sentence,aspects,sentiments
r-55582388,0,Xài đụng nước sơ vào nước liền cảm ứng mau hư mua 2 cái mà thất vọng vs số tiền và chất lượng máy so vs đồng hồ China 3400k,"['general', 'features', 'price']","{'general': 'Negative', 'features': 'Negative', 'price': 'Negative'}"
r-55575175,0,Mới dùng đc 15 hôm sạc pin đã không vào phải gửi đi bảo hành trong thời gian sử dụng pin tụt nhanh ko phanh đây là đánh giá của tôi cho ai sắp có ý định mua thì cân nhắc,"['battery', 'ser&acc', 'general']","{'battery': 'Negative', 'ser&acc': 'Negative', 'general': 'Negative'}"
r-55564695,0,Rat tốt Rat hai long,['general'],{'general': 'Positive'}
r-55309390,0,minh moi cai vao may . chua su dung. nhung cung on,['general'],{'general': 'Neutral'}
r-55278811,0,Mình mua 2 chiếc cho 2 bạn nhỏ dùng được đúng 1 tuần thì pin 1 chiếc sạc 3 tiếng đồng hồ chỉ được 20% sạc 5 tiếng ko lên nổi 30% đi học đủ 1 ngày về nhà thì gần hết sạch pin luôn chất lượng sản phẩm của Masstel không ổn tí nào,"['battery', 'general']","{'battery': 'Negative', 'general': 'Negative'}"
r-55144843,0,hay bi lôi so vơi đơi may cu. Mang ra cưa hang kiêm tra rôi giơ phai mang đi bao hanh du ko rơt bê hay tiêp xuc vơi nươc bao giơ,['ser&acc'],{'ser&acc': 'Neutral'}
r-54684236,0,Máy hay bị nóng mau hết pin,"['battery', 'performance']","{'battery': 'Negative', 'performance': 'Negative'}"
r-54603548,0,Thời gian của pin thấp.khong dùng cũng từ từ hết pin,['battery'],{'battery': 'Negative'}
r-54560089,0,Tốt,['general'],{'general': 'Positive'}
r-54519038,0,"Đồng hồ đã chai pin, sạc không vô điện","['battery', 'features']","{'battery': 'Negative', 'features': 'Negative'}"
r-54422065,0,Tot,[],{}
r-54328284,0,Sản phẩm dùng tốt,['general'],{'general': 'Positive'}
r-54252810,0,"Hiện tại tôi thấy ok, pin ở chế độ chờ dùng được lâu, nghe gọi rõ ràng, tuy nhiên định vị có lúc sai lệch tầm 200m","['general', 'battery', 'features']","{'general': 'Positive', 'battery': 'Positive', 'features': 'Negative'}"
r-57347278,0,Cho mình hỏi minh bị mất dây sạc của đồng hồ này. Không biết bên mình có bán dây sạc rời không ạ.,"['ser&acc', 'others']","{'ser&acc': 'Neutral', 'others': 'Neutral'}"
r-57245274,0,Trước khi mua mình tham khảo thấy đa số ý kiến đều chê nên mình e ngại. Nhưng vừa rồi mình mua cho bé thấy xài OK ạ.,['general'],{'general': 'Positive'}
r-56980107,0,Đồng hồ rất đẹp gọi điện tốt định vị khá chính xác.Nhưng mà dùng củ sạc 9V1.67A có sao cho đồng hồ không vậy,"['design', 'features', 'others']","{'design': 'Positive', 'features': 'Positive', 'others': 'Neutral'}"
r-56765525,0,"Mua cho cháu gái mình, các tính năng nghe gọi và theo dõi vị trí hiện hoạt động rất ổn","['features', 'general']","{'features': 'Positive', 'general': 'Positive'}"
r-58135723,0,Xiaomi,['others'],{'others': 'Neutral'}
r-57247571,0,Dùng tốt. Độ bền để thời gian kiểm chứng,"['general', 'others']","{'general': 'Positive', 'others': 'Neutral'}"
r-58798269,0,Lúc đến mua nó vui vẻ cúi đầu luộc lòng khách. Đến bảo hành mặt nó lầm lỳ khó chịu.......Hàng này không được đổi mặc dù mới giao hàng được mấy ngày. Lừa đảo,"['ser&acc', 'general']","{'ser&acc': 'Negative', 'general': 'Negative'}"
r-58518818,0,"Đồng hồ lúc sạc nóng ran lên, báo quá nhiệt mà pin thì không vào","['battery', 'others']","{'battery': 'Negative', 'others': 'Negative'}"
r-58480532,0,Giống lừa ng tiêu dùng. Ngày đầu về sử dụng ok. Qua ngày 2 gọi k dc. Tgdd bảo lỗi do app. Nhưng k sửa dc. Đổi thì mất phí.,"['general', 'ser&acc']","{'general': 'Negative', 'ser&acc': 'Negative'}"
r-58382063,0,"Mình mua 2 cái đều bị tình trạng rất mau hết pin, sạc đầy pin, rút ra để yên, không sử dụng khoảng 12 tiếng là hết pin.",['battery'],{'battery': 'Negative'}
r-58357859,0,Mới dùng 10 ngày phải đưa đi bảo hành,['ser&acc'],{'ser&acc': 'Negative'}
r-58352746,0,đồng hồ gọi video không nghe được tiếng,['others'],{'others': 'Negative'}
r-58240254,0,"Mua được 1 tuần, pin sạc kg vào, mong hỗ trợ kỹ thuật hỗ trợ giúp.","['battery', 'ser&acc']","{'battery': 'Negative', 'ser&acc': 'Neutral'}"
r-57612669,0,Đồng hồ đẹp bé rất thích nghe gọi rõ ràng lắm,"['design', 'features']","{'design': 'Positive', 'features': 'Positive'}"
r-57473843,0,Định vị thường xuyên sai so với thực tế gần 1kmNhiều lúc còn báo trẻ ra khỏi vòng an toàn làm người nhà lo lắng,"['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
r-57392342,0,"Mua cho bé sài, khá tiện. bé gọi khi cần. Có chế độ chỉ rung không phát nhạc phù hợp trên lớp học. Ngoài ra có thể gửi tin nhắn bằng giọng nói và sms cho các thành viên trong gia đình y như trên zalo vậy.","['features', 'general']","{'features': 'Positive', 'general': 'Positive'}"
r-58687504,0,"Mình có mang đến ĐMX 2 lần nhưng pin vẫn tuột nhanh tầm 3  4 tiếng là hết pin, giờ tháo sim ra luôn chỉ để xem giờ vẫn vậy Dự định sẽ gửi đi BH mà chắc đây là tình trạng chung rồi ĐMX có thu lại sản phẩm không ạ","['battery', 'ser&acc']","{'battery': 'Negative', 'ser&acc': 'Neutral'}"
r-58642323,0,"Pin quá nhanh hết, lúc mới mua về xài được tầm 2 ngày, sạt vài lần giờ sạt buổi tối xong rút ra để đó sáng hết pin",['battery'],{'battery': 'Negative'}
r-58633546,0,Lừa đảo khách hàng khi mua hàng về không đúng như thông tin nêu trên. Không cho đổi trả. Bắt chịu 20% tiền phí.,['others'],{'others': 'Negative'}
r-58633054,0,Pin tệ. Các tính năng khác tạm ổn. Định vị cũng sai số có lúc tầm 500m. Lâu lâu qua TQ.,"['battery', 'features', 'others']","{'battery': 'Negative', 'features': 'Neutral', 'others': 'Negative'}"
r-58630353,0,Pin nhanh hết. Để 1 chỗ ko dùng từ 100 tối về thấy connf 30,['battery'],{'battery': 'Negative'}
r-58607227,0,Mới mua tối qua.Mua về dạc đầy 100% rút ra.sáng đeo cho con còn 90%.Con đến trường đc 1h còn 30%.con đeo đc 2h hết pin.gọi tổng đài thì bận.k biết giải quyết thé nào,"['battery', 'general']","{'battery': 'Negative', 'general': 'Negative'}"
r-58602906,0,Pin chi đc nữa ngày dù sạc fullTrải nghiệm và chất lượng rất tệ,"['battery', 'general']","{'battery': 'Negative', 'general': 'Negative'}"
r-58595831,0,"Đồng hồ hết pin rất nhanh, sạc không đầy","['battery', 'features']","{'battery': 'Negative', 'features': 'Neutral'}"
r-58582681,0,"Đồng hồ mới mua nhưng pin rất nhanh hết, chỉ khoảng nửa ngày là đã hết pin, sạc rất lâu, mà ko đầy, chỉ được 90%","['battery', 'features']","{'battery': 'Negative', 'features': 'Negative'}"
r-58783133,0,"Đồng hồ mua dùng đc 1 tuần thì đi mưa đúng 1 hôm bị vô nước, gửi bảo hành thì k nhận. Để chức năng chống nước làm gì K lẽ lúc mua phải đi mưa, rửa tay để test sản phẩm coi có bị lỗi do nhà sản xuất hay không. Mua bao nhiêu cái đồng hồ cho bé, cả đồng hồ thời trang lẫn đồng hồ thông minh, chưa có cái nào tệ như cái này.","['general', 'features']","{'general': 'Negative', 'features': 'Negative'}"
r-58345851,0,"Bữa con tôi bỏ quên trong túi quần bỏ trong máy giặt giặt hơn 1 tiếng, tưởng hư rồi mang ra phơi nắng bấm nút nguồn lên xài tiếp vẫn đc.",['others'],{'others': 'Positive'}
r-58054793,0,"Mua ngày 26/2 tới hôm nay 11/3 đồng hồ không nhận sim, dù sim vẫn hoạt động bình thường. Cần nhân viên kỹ thuật liên hệ hỗ trợ bảo bành.","['ser&acc', 'others']","{'ser&acc': 'Negative', 'others': 'Neutral'}"
r-58018639,0,"Các chức năng của đồng hồ đều ổn nhưng không thể thực hiện cuộc gọi thường dù đã nạp tiền, gọi đến và gọi đi đều không được, gọi video thì được","['features', 'general']","{'features': 'Positive', 'general': 'Negative'}"
r-57903266,0,Bán hàng lỗi không dùng được không gọi đi hay gọi đến được mà trả hàng mất phí 10%.,"['ser&acc', 'others']","{'ser&acc': 'Negative', 'others': 'Negative'}"
r-57881232,0,Định vị chính xác gần 1km,['others'],{'others': 'Positive'}
r-57672764,0,"TGDD gọi từ số 07062 cho tôi sdt 099 2 cuộc là ngày 04/1 lúc 21h30p. Và cuộc lúc 08h8p ngày 05/1 đúng k ạ Tôi cho bé ngủ sáng có việc. Tôi đã gọi lại thì k dc. Và đồng hồ thấy trên thông tin trả lời tin của tôi là đã sử dụng 2 ngày, nhưng báo lại là tôi chưa sd vì k có sim viettel nên chưa sd nhé. Nếu được thì xin hẹn lại cho tôi lúc 16h nhé",['others'],{'others': 'Neutral'}
r-57406101,0,"Mua về xài dc 1 tuần đi mưa vô nước đem bảo hành. Hãng từ chối bảo vô nước ko bảo hành. Định vị thì ko chính xác, cách vj trí thật cả 200m , con đeo để định vị cũng như ko. Né mọi người nhé. Cay. Đề nghị điện máy xanh ko bán sản phẩm này. Mất hết cả uy tín.","['ser&acc', 'features', 'general']","{'ser&acc': 'Negative', 'features': 'Negative', 'general': 'Negative'}"
r-57354913,0,Sao không nhận được sim,['others'],{'others': 'Negative'}
r-57312805,0,Rất tốt,['general'],{'general': 'Positive'}
r-57303417,0,"app trên đt hơi cùi. cài đặt vùng an toàn rồi mà đồng hồ đi ra ko thấy báo. cuộc gọi để SOS thì dùng trong lúc nguy cấp mà lại reo chuông trên đt, thì chẳng khác nào nói người ta là tui đang gọi cầu cứu. Nên phân biệt cuộc gọi từ đồng hồ tới đt cuộc bình thường thì như đt gọi đt, cuộc gọi SOS thì gọi khác chút, cuộc gọi để nghe lén thì khác chút có thể hiển thị qua app chẳng hạn. Đằng này giống nhau hết.","['features', 'others']","{'features': 'Negative', 'others': 'Negative'}"
r-57273570,0,"dịch vụ vietell quá tệ. bán đồng hồ bắt ng ta sử dụng gói kid max. đăng ký 1 năm rồi giờ ko gia hạn lại được. bắt mua sim mới, điều kiện sim đăng ký phải sau 3 tháng.","['ser&acc', 'others']","{'ser&acc': 'Negative', 'others': 'Negative'}"
r-58844571,0,Tuy máy không trầy xước nhưng không còn Seal hộp và seal màn hình Vậy là máy đã kích hoạt chưa,['others'],{'others': 'Neutral'}
r-58769954,0,"Mua 15 tháng sạc không vào nguồn, gởi đi kiểm tra báo hỏng main nếu thay 1.700 000 chắc không dám dùng Huaway nữa","['ser&acc', 'general']","{'ser&acc': 'Negative', 'general': 'Negative'}"
r-58765610,0,"Dùng lần 1 được 6 tháng đi bảo hành lần 1 hãng đổi cái mới. Cái mới về dùng được 2 tháng mấy ngày lại màn hình nháy nháy. Vợ mình dùng rất kỹ tắm tháo ra, tránh nước tối đa. Mình có dùng con Mibro có hơn 1tr mà tắm hồ bơi đùng đùng cũng không xi nhê gì. Chắc giờ phải đi BH lần 2. Hix.","['general', 'screen', 'ser&acc']","{'general': 'Negative', 'screen': 'Negative', 'ser&acc': 'Negative'}"
r-58696790,0,"Mua hồi tháng 6, trải nghiệm 4 tháng mới quay lại đánh giá.1. Pin trâu, sài bình thường k tập thể thao, mức sáng vừa phải thì 89 ngày mới sạc2. Màn hình siêu nét, đẹp, màu sắc rất tươi3. Đàm thọai to rõ, nghe nhạc lớn k rè4. Các chỉ số gần như đúng, chỉ lệch 12 số5. Đo giấc ngủ thì rất chính xác luôn nha6. Kết hợp Android thì có trả lời nhanh cho tin nhắn qua SMS7. Chống nước tốt8. Cảm ứng nhạy, chính xác9. Thông báo hiển thị đầy đủ, tin nhắn chờ zalo của 1 người sẽ đọc dc phía sau có bao nhiu tin10. Thời trangNói chung là hơn 2 tr mà dc vầy là rất nên mua nha. Mãi yêu","['battery', 'screen', 'features', 'general', 'design']","{'battery': 'Positive', 'screen': 'Positive', 'features': 'Positive', 'general': 'Positive', 'design': 'Positive'}"
r-58608667,0,"Hiện tại máy của tôi chữ viết là tiếng Việt Tuy nhiên lời nói hiện tại là ngôn ngữ Anh. vậy Tôi muốn lời nói là lời nói của người Việt phát ra, có cài đặt bằng cách nào nhờ kỹ thuật chỉ giúp ạ.",['others'],{'others': 'Neutral'}
r-58525732,0,"Dùng đc gần tháng thấy pin bền ổn, các chỉ số chính xác và khá tiện lợi, kể ra có thể đọc đc nội dung tin nhắn zalo và nhận cuộc họ zalo thì tổ.","['battery', 'features']","{'battery': 'Positive', 'features': 'Positive'}"
r-58349409,0,"Mk mới mua bị ngã xước kính và khung, bên mk có hỗ trợ thay thế không ạ",['others'],{'others': 'Neutral'}
r-58259599,0,Dùng ok. Mỗi tội kính màn hình đụng nhẹ caia gì đó là bị sước màn hình.,"['screen', 'general']","{'screen': 'Negative', 'general': 'Positive'}"
r-58251224,0,thông báo cuộc gọi zalo hiện không hiện tên có cách nào khắc phục không TGDD nhe và tính năng tìn điện thoại ở đâu trên đồng hồ nhé,"['features', 'others']","{'features': 'Negative', 'others': 'Neutral'}"
r-58248842,0,Rất ok nhưng trên ios mình không nhận được tin nhắn zalo mà không biết cách bật lên,"['general', 'features']","{'general': 'Positive', 'features': 'Negative'}"
r-58233779,0,Hôm 6/4 mình mua huawei fit 3 này. Giờ mình muốn đổi sang loại khác thì phải tới cửa hàng tgdd nào cũng đổi được phải không.,['others'],{'others': 'Neutral'}
r-58140787,0,Man hình bị trầy có thay k ạ,['screen'],{'screen': 'Negative'}
r-58134152,0,"Đồng hồ của mình sao không có chức năng trả lời anh nhỉ, mong bên kỹ thuật phản hồi ạ","['features', 'ser&acc']","{'features': 'Negative', 'ser&acc': 'Neutral'}"
r-58117827,0,Shop cho hỏi mình bị trầy mặt k biết có đồ thay k shop,"['design', 'others']","{'design': 'Negative', 'others': 'Neutral'}"
r-58115882,0,Có bản có NFC không ạ. Mình mua đc gần 1 tháng. Giờ muốn đổi,"['features', 'general']","{'features': 'Neutral', 'general': 'Negative'}"
r-58049281,0,"đồng hồ không hiển thị thông báo tin nhắn mới, chỉ thấy hiển thị thông báo cuộc gọi dù đã bật hết thông báo, mới mua ngày 7/3","['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
r-58020935,0,Mình mua ngày 0710/2024 . Do ít sử dụng mình muốn bán lại . Mình mua 2790k . Bên mình thu lại là bao nhiêu . Máy ko lỗi lầm hoặc trầy xước gì cả,"['price', 'general']","{'price': 'Neutral', 'general': 'Neutral'}"
r-57956944,0,Đã dùng dc hơn 9 tháng k có gì để chê cả,['general'],{'general': 'Positive'}
r-57919549,0,Không hiển thị tên zalo khi nhận cuộc gọi,['others'],{'others': 'Negative'}
r-57917451,0,Đơn hàng 91663413Mh đã hỏi là bản này có NFC mà nhân viên bán hàng cũng ko biết làm mh mua về sử dụng ko đúng mục đích chán thật sự,"['features', 'ser&acc', 'general']","{'features': 'Negative', 'ser&acc': 'Negative', 'general': 'Negative'}"
r-58767466,0,đồng hồ sạc không vào pin. đề nghị hỗ trợ.,"['battery', 'ser&acc']","{'battery': 'Negative', 'ser&acc': 'Neutral'}"
r-58565915,0,"quá tệ, mới mua 2 ngày về dùng. sau khi sạc đầy dùng chưa được 12 tiếng hết pin. Báo siêu thị thì lại nói hư pin gửi bảo hành sửa chữa chứ không được đổi mới, do không phải hư phần mềm. Vô lý hết sức, lỗi do nhà sản xuất chứ phải khách hàng đâu mà lại sửa chữa không đổi mới. Trong khi mới mua có 2 ngày, lúc mua nói khác, hàng lỗi lại nói khácquá thất vọng","['battery', 'ser&acc', 'general']","{'battery': 'Negative', 'ser&acc': 'Negative', 'general': 'Negative'}"
r-58337897,0,"Sau 1 tuần trải nghiệm mới phát hiện lỗi rất nghiêm trọng của máy đó là thường xuyên mất kết nối dữ liệu mặc dù sim vẫn hoạt động bình thường và gọi điện bình thường nhưng video call và định vị không được . App báo lỗi thiết bị ngoại tuyến. Phải reset đồng hồ, có ngày bị 2,3 lần như thế.","['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
r-58646334,0,Làm sao để cài zalo và mess ạ,['others'],{'others': 'Neutral'}
r-58480089,0,Mới mua nhận hàng hôm qua 22 tháng7 2025 mua chỉ yếu nhận cuộc gọi lúc mua có hỏi nhân viên liên kết mạnh xã hội được không bảo là liên kết được mà không tư vấn rõ là không nhận được cuộc gọi tới khi bốc hộp xong mới nói. Gọi cuộc gọi thường thì nghe rất gè và không được chuẩn bỏ tiền triệu ra mua mà i như vài trăm.,"['ser&acc', 'general']","{'ser&acc': 'Negative', 'general': 'Negative'}"
r-58325702,0,Mình cũng chả hiểu bỏ gần 6tr ra mua về để làm gì sạc xong tắt hết chức năng ko đeo để từ đêm đến chiều hôm sau cũng tụt 40% pin .... còn nói về cách phục vụ thì thật sự nói một chữ rất tệ,"['battery', 'ser&acc']","{'battery': 'Negative', 'ser&acc': 'Negative'}"
r-58323303,0,"Mình mua đồng hồ cho ba được 4 tháng rưỡi, thì tự nhiên bung màn hình, ko đi bơi, ko va đập hay nằm đè j cả, đem ra bảo hành thì hãng và bên bán hàng bảo ko bảo hành vì lỗi bung keo, và chi nhánh cũng ko có keo để dán lại, và đề xuất sẽ đổi lại chiếc đồng hồ khác nếu mình bù 5,9 triệu, eo bên bạn đưa ra giải pháp thật buồn cười, và mình ko hiểu tại sao bên bạn giữ đồng hồ 5 hôm mà đưa lại cho khách hàng 1 cái đồng hồ vẫn bung keo, bộ keo mắc lắm hay sao, chăm sóc khách kiểu như vậy sao, bạn đổ lỗi là do khách hàng sử dụng thế nào bên bạn ko kiểm soát được, xin hỏi bên bạn nhập hàng và bên hãng sản xuất ra chiếc đồng hồ lúc đó các bạn có quay lại cho mình xem ko, nói chung khi 1 sự việc xảy ra thì cả bên hãng và bên bán hàng sẽ đổ lỗi cho khách hàng. Thật sự trải nghiệm quá tệ, mình đã mua hàng suốt bao nhiêu năm nay, đây là lần thứ 2 mình trải nghiệm bên chăm sóc khách hàng của các bạn rất tệ, những 2 lần.","['screen', 'ser&acc', 'general']","{'screen': 'Negative', 'ser&acc': 'Negative', 'general': 'Negative'}"
r-58284990,0,"Pin mau xuống kinh khủng, sạc đầy, không sử dụng để tới sáng chỉ còn 50%. Không nhận cuộc gọi từ zalo hay mess được, khi mua cũng không ai tư vấn gì. Lần đầu chuyển qua apple watch, bỏ 45tr ra mà thua cả mấy con vài ba trăm ngàn.","['battery', 'features', 'ser&acc', 'general']","{'battery': 'Negative', 'features': 'Negative', 'ser&acc': 'Negative', 'general': 'Negative'}"
r-58175376,0,Mới mua chiều t7 đồng hồ nhanh hết pin xạc xong để qua đêm không sử dụng sáng ra còn 68%. Không kết nối với zalo đc mang ra tgdd cài đặt lại kết nối đc lúc ở tiệm mang về như cục gạch. Bỏ gần 6tr mua về còn thua cái mấy trăm ngàn chán chả buồn nói,"['battery', 'features', 'general']","{'battery': 'Negative', 'features': 'Negative', 'general': 'Negative'}"
r-57897426,0,Làm sao để cài messenge mà zalo cho apple watch se ạ,['others'],{'others': 'Neutral'}
r-57245182,0,"Sản phẩm tốt, giao hàng khá nhanh. Rất hài lòng về sản phẩm","['general', 'ser&acc']","{'general': 'Positive', 'ser&acc': 'Positive'}"
r-57061284,0,Dành cho pn,['others'],{'others': 'Neutral'}
r-56997436,0,"Sản phẩm tốt, chất lượng","['general', 'others']","{'general': 'Positive', 'others': 'Neutral'}"
r-56857976,0,Okla lắm shopv,['general'],{'general': 'Positive'}
r-56856707,0,Không có gì để nói. Đây là thương hiệu.,['others'],{'others': 'Neutral'}
r-56758128,0,Sp apple Watch SE 2023 GPS xài rất tốt,['general'],{'general': 'Positive'}
r-56751799,0,"mau xuống pin , nge cuộc gọi bị ồ ề","['battery', 'features']","{'battery': 'Negative', 'features': 'Neutral'}"
r-56288996,0,"Rất đẹp, ưng ý lắm",['general'],{'general': 'Positive'}
r-56287533,0,Sản phẩm tốt,['general'],{'general': 'Positive'}
r-55961764,0,Rất tốt và hiền quả,['general'],{'general': 'Positive'}
r-58104704,0,Đồng hồ thường xuyên bị mất kết nối với mạng di động phải khởi động lại mới kết nối được,"['features', 'others']","{'features': 'Negative', 'others': 'Neutral'}"
r-58052564,0,Không đúng mô tả,['others'],{'others': 'Negative'}
r-57489092,0,"Mua cho bé đầu năm học tới giờ sạc lúc vào lúc không, mới đầu tưởng mình ghim sạc không đúng, nhưng không sạc từ sáng tới chiều ko vô mà còn tắt nguồn luôn, vài bữa lại bị. nói chung với tầm giá này mà nhận lại không xứng đáng, cứ mua đại cái vài trăm trên shoppe mà dùng.","['battery', 'price', 'general']","{'battery': 'Negative', 'price': 'Negative', 'general': 'Negative'}"
r-57470476,0,Xài êm mà hk biết sao gọi video call thì hk nghe tiếng,"['performance', 'features']","{'performance': 'Positive', 'features': 'Negative'}"
r-57455166,0,"Rất tốt, định vị chính xác, nghe gọi to, rõ ràng camera nét. Pin thì được hơn 1 ngày thôi, nhưng sạc nhanh hơn hẳn mấy cái khác. Chỏ có điều cái app quản lý hơi khó dùng, chỉ cài được trên 1 điện thoại rất bất tiện, đăng nhập máy khác là tự động thoát ra","['general', 'features', 'camera', 'battery']","{'general': 'Positive', 'features': 'Negative', 'camera': 'Positive', 'battery': 'Neutral'}"
r-57292352,0,Tốt nên mua,['general'],{'general': 'Positive'}
r-58785517,0,Cho mình hỏi đồng hồ này khi nhịp tim cao hoặc thấp dưới mức cho phép thì có hiện thônh báo lên đồng hồ ko ạ,['others'],{'others': 'Neutral'}
r-58768004,0,"Xài tốt với tầm giá, pin lâu, đủ chức năng, nghe gọi qua za, mess được, rung mạnh chuông to, đh nhẹ hợp với ai cổ tay trung bình và bé","['general', 'battery', 'features', 'design']","{'general': 'Positive', 'battery': 'Positive', 'features': 'Positive', 'design': 'Positive'}"
r-58686050,0,Sản phẩm đã bị xé vỏ hộp khi nhận hàng,['ser&acc'],{'ser&acc': 'Negative'}
r-57369516,0,Nếu như đồng hồ này kết nối với iPhone thì tính năng nó có khác gì với bên đt Android không ạ,['features'],{'features': 'Neutral'}
r-57015191,0,"Rất vừa ý đồng hồ này, đeo vừa tay rất thích luôn, nhiều ứng dụng hữu ích, nghe gọi loa lớn nha. Giá cả hợp lý","['general', 'features', 'design', 'price']","{'general': 'Positive', 'features': 'Positive', 'design': 'Positive', 'price': 'Positive'}"
r-56627930,0,"Đồng hồ đẹp, nhiều tiện ích. Đặc biệt thích tiện ích âm nhạc.","['design', 'features']","{'design': 'Positive', 'features': 'Positive'}"
r-58566234,0,Đồng hồ của tôi đang gặp vấn đề về cảm ứng cho hổi shop có sửa chữa không ạ,"['features', 'general']","{'features': 'Negative', 'general': 'Neutral'}"
r-58415297,0,Mình muốn mua dây này có ko shop,['others'],{'others': 'Neutral'}
r-58398203,0,Minh sài khoảng 1 tuần sang ngày thứ 8 sau khi sạc xong thấy nó tuột pin nhanh đáng kể đáng lý sạc 1 tuần 1 lần tuy nhiên dạo gần đây hiệu xuất giảm một nửa hơn là 3 ngày 1 lần cho em hỏi là bị vấn đề gì ở đây,"['battery', 'performance']","{'battery': 'Negative', 'performance': 'Negative'}"
r-58290356,0,Cho hỏi sao không bắt được GPS khi ở xa điện thoại vậy,['others'],{'others': 'Negative'}
r-58107102,0,Bán bản demo k tư vấn kỹ lúc hỏi thì nói là do khách củ k thích trả chứ k bị lỗi gì.,['ser&acc'],{'ser&acc': 'Negative'}
r-58070821,0,Mình muốn mua cáp sạc của dòng này có không ạ,['others'],{'others': 'Neutral'}
r-58069512,0,"ko hiểu kiểu gì, bán hàng ko gỡ demo, đem ra bảo hành thì nói gỡi hãng làm, đến khi ra nhận lại thì thấy vẫn như cũ. ức chế thật, tốn thời gian công sức vl. giờ gởi hãng chờ tiếp hay trả đơn đây","['ser&acc', 'general']","{'ser&acc': 'Negative', 'general': 'Negative'}"
r-58059004,0,Làm sao để tắt chế độ demo,['others'],{'others': 'Neutral'}
r-58047297,0,Bán hàng demo ghi hàng qua sử dụng. Khi mua k thấy nhân viên nói gì. Quá chán. Về dùng nó cứ sáng. Tốn pin. K tắt đc demo,"['ser&acc', 'battery', 'features']","{'ser&acc': 'Negative', 'battery': 'Negative', 'features': 'Negative'}"
r-57967532,0,Không thông báo cuộc gọi zalo,['others'],{'others': 'Negative'}
r-57966352,0,sai ok nên mua,['others'],{'others': 'Positive'}
r-57919777,0,Pin xài khoảng 5 ngày về cơ bản lỗi vặt không nhiều nhưng sẽ có nhưng không ảnh hưởng lắmchống nước thấy cũng ổn.. bơi đc..,"['battery', 'features', 'general']","{'battery': 'Positive', 'features': 'Positive', 'general': 'Positive'}"
r-57876272,0,Sao không nghe gọi được hết vậy,['others'],{'others': 'Negative'}
r-57858169,0,Redmi Watch 4 cài đặt trên iPhone không thấy hiểm thị tin nhắn. Tin nhắn zalo. Nhờ hướng dẫn,['others'],{'others': 'Negative'}
r-57847731,0,"Ad cho e hỏi, đồng hồ báo bộ nhớ đầy và xoá mình phải làm sao để xoá bớt, cảm ơn","['storage', 'general']","{'storage': 'Neutral', 'general': 'Neutral'}"
r-57628519,0,Không nhận được thông báo cuộc gọi từ fb và zalo,['others'],{'others': 'Negative'}
r-57602080,0,Chỉ tôi cách chỉnh giờ trên đồng hồ với ạ,['others'],{'others': 'Neutral'}
r-57599853,0,Bân mình có bán dây của đh này kh ạ,['others'],{'others': 'Neutral'}
r-57587355,0,Dây bị đứt là tự bỏ tiền túi ra mua nhé. Phải xài cho thiệt kĩ mới được.,['others'],{'others': 'Negative'}
r-57559788,0,"Máy cũ không chịu gỡ demo rồi bán cho người ta, mua xong về mới thấy còn demo, rồi giờ mất công chạy tới chạy lui đổi trả hả, làm ăn chỉ biết thu tiền. Bực mình. Hàng không đảm bảo mắc gì lên wep cho khách đặt mua.",['others'],{'others': 'Negative'}
r-58506110,0,"Rất tệ....Sau khi sử dụng gần 1 năm thì bị lỗi sọc màn hình lỗi nhẹ như hình. Tôi mang đi bảo hành thì khoảng hơn 3 tuần sau mới nhận lại đồng hồ không nghe nói vấn đề vô nước. Sau khi lấy đồng hồ về sử dụng gần 1 tuần thì màn hình bị tối đen. Tôi tiếp tục mang đồng hồ đến ĐMX bảo hành thì hơn 2 tuần vẫn ko nhận được thông tin gì từ phía hãng. Sau khi viết thư khiếu nại thì hãng có liên hệ tôi và nói đồng hồ bị vô nước, cháy main và màn hình. Vì trùng hợp đồng hồ vừa hết hạn bảo hành nên hãng yêu cầu tôi phải thanh toán tiền linh kiện và công thay là 2,769,000, cao hơn giá lúc mua mới 2,590,000, do mua cùng điện thoại nên được trợ giá. Đồng hồ tôi đeo gần 1 năm ko vấn đề, trùng hợp là bảo hành về chưa được 1 tuần thì đồng hồ bị vô nước, trong khi tôi chỉ rửa tay ko mang đi bơi hay đi tắm. Tôi rất nghi ngờ về thông tin hãng đưa ra kháng nước và chế độ bảo hành của hãng.","['screen', 'ser&acc', 'general']","{'screen': 'Negative', 'ser&acc': 'Negative', 'general': 'Negative'}"
r-58390970,0,Vừa hết bảo hành đúng 2 ngày thì mất kết nối không có cách nào khắc phục được. Vòng benzen thì 1 tháng rớt mất 3 cái giờ phải thêm ít keo nến vào mới không bị rơi trong khi cái vòng không có tác dụng gì. Dây silicon dễ đeo nhưng rất khó tháo do nó dính vào tay lôi k ra được.,"['ser&acc', 'features', 'others']","{'ser&acc': 'Negative', 'features': 'Negative', 'others': 'Neutral'}"
r-58143578,0,Sp có thương mai k chứ mua đúng 1 năm liệt nút. Đem bh sửa xog thì mất chức năng hiển thị khi nân cổ tay,"['features', 'screen']","{'features': 'Negative', 'screen': 'Negative'}"
